,property_ref,scraped_at,bedrooms,bathrooms,type,area,sub_area,has_bq,is_furnished,in_estate,security,serviced,luxury_features,price
12305,3376559,2026-04-16 01:21:52.369547+00:00,2,2,flat,Ajah,Ilaje,False,False,False,False,True,0,3500000.0
12306,3376558,2026-04-16 01:21:52.371080+00:00,4,4,flat,Lekki,Lekki Phase 2,False,False,True,True,False,0,11000000.0
12307,3376526,2026-04-16 01:21:52.372614+00:00,3,2,flat,Victoria Island (VI),Oniru,False,True,True,True,True,2,10500000.0
12308,3376149,2026-04-16 01:22:04.848796+00:00,1,1,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,11000000.0
12309,3376489,2026-04-16 01:21:52.374237+00:00,3,3,flat,Lekki,Ikate,False,False,False,True,True,2,16000000.0
12310,3364744,2026-04-16 01:21:52.375756+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,12000000.0
12311,3376480,2026-04-16 01:21:52.377258+00:00,3,3,terrace,Lekki,Ikate,False,False,True,True,True,0,10000000.0
12312,3376470,2026-04-16 01:21:52.378758+00:00,2,2,flat,Lekki,Ologolo,False,False,False,False,True,0,6500000.0
12313,3376456,2026-04-16 01:21:52.380265+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,3,15000000.0
12314,3352552,2026-04-16 01:22:04.850394+00:00,3,3,flat,Maryland,Shonibare Estate,False,True,True,True,False,0,25000000.0
12315,3376311,2026-04-16 01:21:52.386200+00:00,3,3,flat,Ikoyi,Banana Island,False,True,False,True,True,2,60000000.0
12316,3376305,2026-04-16 01:21:52.387701+00:00,2,1,flat,Shomolu,Bariga,False,False,False,True,False,0,1000000.0
12317,3376074,2026-04-16 01:21:52.389212+00:00,4,4,duplex,Ikoyi,Ikoyi,True,False,False,False,False,0,50000000.0
12318,3376288,2026-04-16 01:21:52.390717+00:00,3,2,terrace,Lekki,Ikate,False,False,True,True,True,0,10000000.0
12319,3376283,2026-04-16 01:21:52.392234+00:00,2,2,flat,Lekki,Ologolo,False,True,False,True,True,0,8000000.0
12320,3376061,2026-04-16 01:22:04.864501+00:00,2,2,terrace,Lekki,Ikate,False,False,True,True,True,0,10000000.0
12321,3376058,2026-04-16 01:22:04.866037+00:00,3,3,flat,Ikoyi,Parkview,False,False,True,True,False,0,19999999.0
12322,3376001,2026-04-16 01:22:04.867587+00:00,2,2,terrace,Ojodu,Ojodu,False,False,True,True,False,0,5000000.0
12323,3375998,2026-04-16 01:22:04.869130+00:00,2,2,flat,Victoria Island (VI),Oniru,False,False,True,True,True,0,12000000.0
12324,3375970,2026-04-16 01:22:04.870710+00:00,2,2,flat,Lekki,Ologolo,False,True,False,False,False,0,8000000.0
12325,3369826,2026-04-16 01:22:04.876531+00:00,3,3,flat,Surulere,Surulere,False,False,False,True,False,0,6000000.0
12326,3360956,2026-04-16 02:14:44.343331+00:00,2,2,flat,Ikoyi,Ikoyi,False,True,False,True,True,2,26000000.0
12327,3369851,2026-04-16 01:22:17.819803+00:00,4,4,duplex,Magodo,U3 Estate,True,False,False,False,False,0,20000000.0
12328,3375895,2026-04-16 01:22:17.821464+00:00,2,2,flat,Lekki,Ikota,False,False,False,True,True,0,4500000.0
12329,3375886,2026-04-16 01:22:17.824856+00:00,2,2,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,3,35000000.0
12330,3347823,2026-04-16 02:20:13.435856+00:00,3,3,flat,Ilupeju,Sura,False,False,False,False,False,0,8000000.0
12331,3375853,2026-04-16 01:22:17.826681+00:00,4,4,Maisonette,Ikoyi,Girald,False,True,False,True,True,3,60000000.0
12332,3375814,2026-04-16 01:22:17.828328+00:00,3,4,flat,Lekki,Oral Estate,False,False,True,True,False,0,8000000.0
12333,3375809,2026-04-16 01:22:17.829945+00:00,3,4,flat,Ikoyi,Banana Island,False,True,False,True,True,0,60000000.0
12334,3375784,2026-04-16 01:22:17.831576+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,False,1,20000000.0
12335,3375698,2026-04-16 01:22:17.833205+00:00,2,2,Maisonette,Lekki,Lekki Phase 1,True,True,True,True,True,3,25000000.0
12336,3375663,2026-04-16 01:22:17.836492+00:00,3,3,flat,Lekki,Ologolo,False,False,False,True,False,0,10000000.0
12337,3375619,2026-04-16 01:22:17.844068+00:00,1,1,studio,Lekki,Apha,False,False,False,False,True,1,3000000.0
12338,3375446,2026-04-16 01:22:42.944371+00:00,1,1,studio,Ajah,Sangotedo,False,False,False,True,True,0,2000000.0
12339,3345831,2026-04-16 01:22:42.947445+00:00,1,1,studio,Ibeju Lekki,Abijo,False,False,True,True,False,0,800000.0
12340,3375432,2026-04-16 01:22:42.948964+00:00,3,2,flat,Victoria Island (VI),Idejo,False,True,False,True,True,2,25000000.0
12341,3347817,2026-04-16 02:20:13.437454+00:00,2,2,flat,Ikoyi,Banana Island,False,True,True,True,True,2,45000000.0
12342,3375233,2026-04-16 01:22:42.966118+00:00,3,3,flat,Lekki,Ikate,False,False,False,True,True,2,16000000.0
12343,3375211,2026-04-16 01:22:42.970899+00:00,4,4,duplex,Ibeju Lekki,Awoyaya,True,False,False,True,True,0,8000000.0
12344,3375181,2026-04-16 01:22:42.972489+00:00,2,2,terrace,Lekki,Orchid,True,False,True,True,True,1,7500000.0
12345,3360934,2026-04-16 02:14:44.350809+00:00,4,4,terrace,Lekki,Ikota,False,False,True,True,True,0,11000000.0
12346,3375149,2026-04-16 01:22:55.340472+00:00,4,4,terrace,Lekki,Ikate,True,False,False,False,True,0,14000000.0
12347,3374869,2026-04-16 01:22:55.389269+00:00,2,2,flat,Lekki,Ilasan,False,False,False,True,True,2,10000000.0
12348,3374865,2026-04-16 01:22:55.391762+00:00,4,4,Maisonette,Ikoyi,Parkview,True,False,True,True,False,0,50000000.0
12349,3374829,2026-04-16 01:22:55.394261+00:00,2,2,flat,Ajah,Badore,False,False,False,False,False,0,2000000.0
12350,3374822,2026-04-16 01:22:55.404149+00:00,4,4,terrace,Lekki,Ikate,True,False,False,False,True,0,15000000.0
12351,3353228,2026-04-16 02:17:35.227703+00:00,4,4,penthouse,Lekki,Lekki Phase 1,True,False,True,True,True,0,20000000.0
12352,3374792,2026-04-16 01:23:07.710772+00:00,1,1,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,11500000.0
12353,3338775,2026-04-16 01:23:07.719759+00:00,1,1,flat,Lekki,Chevron,False,True,True,True,True,0,3000000.0
12354,3374631,2026-04-16 01:23:07.721273+00:00,1,2,flat,Ajah,Sangotedo,False,False,True,True,False,0,1500000.0
12355,3374560,2026-04-16 01:23:07.722789+00:00,3,3,duplex,Lekki,Agungi,False,False,True,True,False,0,8000000.0
12356,3364292,2026-04-16 01:23:07.724316+00:00,4,4,terrace,Lekki,Orchid,False,False,True,True,True,2,7500000.0
12357,3372540,2026-04-16 01:23:07.725838+00:00,4,4,duplex,Lekki,Lekk,True,False,True,True,True,0,8000000.0
12358,3374520,2026-04-16 01:23:07.727352+00:00,3,3,flat,Victoria Island (VI),Oniru,False,True,True,True,False,2,10500000.0
12359,3374433,2026-04-16 01:23:07.730376+00:00,2,2,flat,Ajah,Ado,False,False,True,True,True,0,4000000.0
12360,3374388,2026-04-16 01:23:07.733392+00:00,2,2,flat,Lekki,Ikate,False,True,True,True,True,0,11000000.0
12361,3352360,2026-04-16 01:23:07.734896+00:00,5,5,duplex,Lekki,Orchid,False,False,False,False,False,0,13000000.0
12362,3374268,2026-04-16 01:23:07.737891+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,15000000.0
12363,3374249,2026-04-16 01:23:20.013881+00:00,4,4,penthouse,Victoria Island (VI),Victoria Island,False,False,False,True,True,0,50000000.0
12364,3374204,2026-04-16 01:23:20.020829+00:00,2,2,flat,Lekki,Conservation,False,False,False,False,False,0,4000000.0
12365,3374031,2026-04-16 01:23:20.040202+00:00,2,2,flat,Ikoyi,Martin,False,True,True,True,True,2,40000000.0
12366,3374004,2026-04-16 01:23:20.041927+00:00,3,3,flat,Ikeja,Adeniyi,False,False,False,False,True,0,9000000.0
12367,3373983,2026-04-16 01:23:20.043681+00:00,3,3,flat,Lekki,Agungi,False,False,False,True,False,0,7000000.0
12368,3373954,2026-04-16 01:23:20.045523+00:00,1,1,mini-flat,Lekki,Bay Estate,False,False,True,True,False,0,2500000.0
12369,3373899,2026-04-16 01:23:20.047125+00:00,3,3,terrace,Lekki,Lekki Phase 1,False,False,True,True,True,0,20000000.0
12370,3373897,2026-04-16 01:23:32.462670+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,False,0,15000000.0
12371,3373881,2026-04-16 01:23:32.464451+00:00,3,3,terrace,Lekki,Orchid,False,False,False,False,True,0,6000000.0
12372,3373837,2026-04-16 01:23:32.466211+00:00,2,2,terrace,Ikeja,Omole Phase 2,False,False,True,True,False,0,8000000.0
12373,3373523,2026-04-16 01:23:32.491928+00:00,3,3,bungalow,Ajah,Badore,False,False,True,True,False,0,3500000.0
12374,3373486,2026-04-16 01:23:44.724021+00:00,4,4,terrace,Lekki,Osapa,False,False,True,True,True,0,10000000.0
12375,3373485,2026-04-16 01:23:44.725665+00:00,1,1,flat,Ajah,Badore,False,False,True,True,True,0,1300000.0
12376,3373474,2026-04-16 01:23:44.727286+00:00,3,1,flat,Ajah,Ajiwe,False,False,True,True,True,0,6000000.0
12377,3373450,2026-04-16 01:23:44.728899+00:00,2,2,flat,Magodo,Olowora,False,False,False,False,False,0,7000000.0
12378,3355550,2026-04-16 01:32:30.045429+00:00,1,1,studio,Ajah,Ajah,False,False,False,False,True,0,900000.0
12379,3373416,2026-04-16 01:23:44.731879+00:00,2,2,flat,Ajah,Ado,False,False,False,True,False,0,3000000.0
12380,3373415,2026-04-16 01:23:44.733529+00:00,4,4,duplex,Ikoyi,Ikoyi,True,False,False,False,True,0,65000000.0
12381,3373393,2026-04-16 01:23:44.735148+00:00,4,4,duplex,Lekki,Osapa,True,False,False,True,False,1,15000000.0
12382,3373388,2026-04-16 01:23:44.736759+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,2,10000000.0
12383,3373321,2026-04-16 01:23:44.738379+00:00,4,4,duplex,Lekki,Ikota,False,False,False,True,False,0,12000000.0
12384,3372752,2026-04-16 01:23:56.987773+00:00,3,3,flat,Ajah,Badore,False,False,True,True,False,0,3000000.0
12385,3373301,2026-04-16 01:23:44.739982+00:00,1,1,flat,Lekki,Chevy,False,False,True,True,False,0,3000000.0
12386,3373277,2026-04-16 01:23:44.743291+00:00,1,1,mini-flat,Lekki,Lekk,False,False,True,True,False,0,5500000.0
12387,3373253,2026-04-16 01:23:44.746507+00:00,4,4,terrace,Lekki,Ikate,True,False,False,False,True,0,25000000.0
12388,3373244,2026-04-16 01:23:44.748112+00:00,3,3,flat,Lekki,Ikate,False,False,False,False,True,2,14000000.0
12389,3372872,2026-04-16 01:23:56.967695+00:00,2,2,flat,Lekki,Ilasan,False,True,False,True,True,0,9500000.0
12390,3372871,2026-04-16 01:23:56.970271+00:00,5,5,duplex,Ikeja,Adeniyi,True,False,False,True,False,0,25000000.0
12391,3372858,2026-04-16 01:23:56.975740+00:00,2,2,flat,Lekki,Igbo,False,False,True,True,True,0,7500000.0
12392,3372686,2026-04-16 01:23:56.992619+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,True,0,35000000.0
12393,3372642,2026-04-16 01:23:56.996855+00:00,4,4,Maisonette,Lekki,Lekki Phase 1,False,False,True,True,True,0,30000000.0
12394,3372488,2026-04-16 01:23:56.998429+00:00,3,3,flat,Lekki,Osapa,False,False,True,True,True,0,7500000.0
12395,3372478,2026-04-16 01:23:57.001525+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,3,14000000.0
12396,3372462,2026-04-16 01:23:57.003089+00:00,3,3,flat,Lekki,Ikota,False,False,True,True,True,0,6500000.0
12397,3360888,2026-04-16 02:14:44.358666+00:00,3,3,flat,Lekki,Ikate,False,False,False,False,True,0,8500000.0
12398,3372434,2026-04-16 01:24:09.377691+00:00,1,1,flat,Lekki,Ikota,False,False,False,False,False,0,1400000.0
12399,3372415,2026-04-16 01:24:09.379226+00:00,4,4,duplex,Ajah,Olokonla,True,False,True,True,False,0,7000000.0
12400,3372403,2026-04-16 01:24:09.380756+00:00,2,2,flat,Ajah,Olokonla,False,False,False,False,True,0,3000000.0
12401,3372361,2026-04-16 01:24:09.385455+00:00,4,4,terrace,Lekki,Orchid,False,True,False,False,False,0,8000000.0
12402,3372339,2026-04-16 01:24:09.386987+00:00,4,4,duplex,Lekki,Chevron,False,False,True,True,False,0,12000000.0
12403,3372311,2026-04-16 01:24:09.391538+00:00,4,4,terrace,Lekki,Ikota,False,True,True,True,False,0,10000000.0
12404,3372299,2026-04-16 01:24:09.393052+00:00,4,4,terrace,Lekki,Harris,False,True,False,False,False,0,10000000.0
12405,3372293,2026-04-16 01:24:09.394563+00:00,5,5,duplex,Lekki,Orchid Estate,True,True,True,True,False,0,16000000.0
12406,3372286,2026-04-16 01:24:09.396148+00:00,4,4,duplex,Lekki,Harris,False,False,False,False,False,0,9000000.0
12407,3372272,2026-04-16 01:24:09.397692+00:00,4,4,duplex,Lekki,Abraham,False,False,True,True,False,0,8000000.0
12408,3372256,2026-04-16 01:24:09.399206+00:00,4,4,duplex,Lekki,Abraham,True,False,True,True,True,1,10000000.0
12409,3372244,2026-04-16 01:24:09.400710+00:00,3,3,terrace,Lekki,Ikota,False,False,False,False,True,0,7500000.0
12410,3372234,2026-04-16 01:24:09.402217+00:00,4,4,duplex,Lekki,Ikota,False,False,False,False,False,0,9000000.0
12411,3356791,2026-04-16 01:24:09.403713+00:00,1,1,flat,Lekki,Daniel Estate,False,True,True,True,False,0,2100000.0
12412,3372069,2026-04-16 01:24:09.405216+00:00,2,2,duplex,Ajah,Ogombo,False,False,False,False,False,0,4000000.0
12413,3372041,2026-04-16 01:24:09.406719+00:00,4,4,flat,Victoria Island (VI),Sanusi,False,False,True,True,True,0,27000000.0
12414,3360853,2026-04-16 02:14:44.361181+00:00,4,4,terrace,Lekki,Vgc,False,False,True,True,True,0,10000000.0
12415,3371754,2026-04-16 01:24:34.678151+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,1,40000000.0
12416,3371742,2026-04-16 01:24:34.679855+00:00,3,3,terrace,Ajah,Sangotedo,True,False,True,True,True,0,6000000.0
12417,3371726,2026-04-16 01:24:34.683199+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,25000000.0
12418,3371674,2026-04-16 01:24:34.689669+00:00,3,3,flat,Victoria Island (VI),Victoria Island,False,False,False,True,True,0,27000000.0
12419,3371648,2026-04-16 01:24:34.694665+00:00,2,2,flat,Lekki,Lekki Phase 1,False,True,True,True,True,2,20000000.0
12420,3371643,2026-04-16 01:24:34.696314+00:00,2,3,terrace,Lekki,Orchid,False,False,False,False,True,0,4000000.0
12421,3371633,2026-04-16 01:24:34.697943+00:00,1,1,flat,Lekki,Orchid,False,False,False,True,True,0,3000000.0
12422,3371532,2026-04-16 01:24:34.702504+00:00,3,3,flat,Victoria Island (VI),Ligali,False,True,True,True,True,2,30000000.0
12423,3371529,2026-04-16 01:24:34.704061+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,False,True,0,40000000.0
12424,3366869,2026-04-16 01:24:34.707160+00:00,4,4,terrace,Ikoyi,Banana Island,True,False,True,True,True,0,30000000.0
12425,3360829,2026-04-16 02:14:44.363712+00:00,5,5,duplex,Lekki,Agungi,False,True,False,False,False,0,15000000.0
12426,3371468,2026-04-16 01:24:46.901724+00:00,3,3,terrace,Lekki,Ikota,False,True,False,True,False,0,11000000.0
12427,3371434,2026-04-16 01:24:46.903261+00:00,4,4,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,35000000.0
12428,3371425,2026-04-16 01:24:46.904791+00:00,4,4,terrace,Lekki,Ikota,False,False,False,True,False,0,8500000.0
12429,3371423,2026-04-16 01:24:46.906313+00:00,4,4,Maisonette,Lekki,Lekki Phase 1,False,False,True,True,True,1,26000000.0
12430,3371416,2026-04-16 01:24:46.907871+00:00,4,4,flat,Lekki,Ikate,False,False,False,False,True,0,15000000.0
12431,3371350,2026-04-16 01:24:46.923309+00:00,4,4,terrace,Lekki,Ikota,False,False,False,False,True,0,7000000.0
12432,3371413,2026-04-16 01:24:46.910338+00:00,4,4,terrace,Lekki,New,False,False,False,False,False,0,10000000.0
12433,3371404,2026-04-16 01:24:46.912925+00:00,4,4,terrace,Lekki,Osapa,False,False,False,True,True,0,10000000.0
12434,3371401,2026-04-16 01:24:46.915546+00:00,4,4,terrace,Lekki,Orchid,False,False,False,True,True,0,8000000.0
12435,3371389,2026-04-16 01:24:46.917552+00:00,2,2,flat,Ikoyi,Banana Island,False,False,False,False,True,2,30000000.0
12436,3371359,2026-04-16 01:24:46.919131+00:00,4,4,terrace,Lekki,Ikota,False,True,False,False,True,0,12000000.0
12437,3371308,2026-04-16 01:24:46.928202+00:00,1,1,mini-flat,Lekki,Chevy,False,False,False,False,True,0,3500000.0
12438,3371288,2026-04-16 01:24:46.930638+00:00,3,3,flat,Lekki,Conservation,False,False,False,False,True,2,6000000.0
12439,3371281,2026-04-16 01:24:46.933081+00:00,3,3,duplex,Lekki,View Estate,True,False,False,False,False,0,10000000.0
12440,3371265,2026-04-16 01:24:46.935574+00:00,4,4,terrace,Lekki,View Estate,False,True,True,True,False,0,8000000.0
12441,3371113,2026-04-16 01:24:59.330205+00:00,4,4,flat,Lekki,Phase,False,False,True,True,True,0,25000000.0
12442,3367442,2026-04-16 01:24:46.937608+00:00,2,2,penthouse,Ajah,Lekk,False,False,False,False,True,0,7000000.0
12443,3371156,2026-04-16 01:24:59.322105+00:00,4,4,bungalow,Ikeja,Ogba,False,True,False,True,False,0,15000000.0
12444,3371143,2026-04-16 01:24:59.323748+00:00,1,1,mini-flat,Lekki,Lekk,False,False,False,False,False,0,3500000.0
12445,3371117,2026-04-16 01:24:59.326985+00:00,3,3,duplex,Maryland,Maryland,True,False,False,True,False,0,15000000.0
12446,3371088,2026-04-16 01:24:59.336664+00:00,4,4,terrace,Magodo,Shagisha,False,False,False,True,False,0,15000000.0
12447,3371073,2026-04-16 01:24:59.338263+00:00,3,3,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,10000000.0
12448,3371067,2026-04-16 01:24:59.339874+00:00,1,1,mini-flat,Ajah,Sangotedo,False,False,False,False,False,0,2500000.0
12449,3371043,2026-04-16 01:24:59.341502+00:00,2,2,flat,Ajah,Ajah,False,False,False,True,True,0,3500000.0
12450,3371003,2026-04-16 01:24:59.343111+00:00,3,4,terrace,Ajah,Meridian Estate,False,False,True,True,False,0,5500000.0
12451,3332587,2026-04-16 01:24:59.344957+00:00,2,2,flat,Lekki,Vgc,False,True,False,False,False,0,7500000.0
12452,3370994,2026-04-16 01:24:59.346614+00:00,4,5,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,0,30000000.0
12453,3370898,2026-04-16 01:25:11.827299+00:00,4,4,terrace,Lekki,Lekki Phase 1,False,False,True,True,True,2,25000000.0
12454,3370877,2026-04-16 01:25:11.831422+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,3,14000000.0
12455,3370863,2026-04-16 01:25:11.834395+00:00,4,4,duplex,Lekki,Orchid,False,False,True,True,False,0,10000000.0
12456,3370803,2026-04-16 01:25:11.836842+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,3,15000000.0
12457,3370799,2026-04-16 01:25:11.838617+00:00,4,4,duplex,Lekki,Orchid,False,False,False,False,False,0,8500000.0
12458,3370733,2026-04-16 01:25:11.842663+00:00,2,2,flat,Lekki,Ikota,False,False,True,True,True,0,4500000.0
12459,3369925,2026-04-16 01:25:11.844438+00:00,4,4,duplex,Lekki,Vgc,False,False,True,True,True,0,12000000.0
12460,3317563,2026-04-16 01:25:11.846124+00:00,5,4,duplex,Ikoyi,Ikoyi,True,False,False,False,True,2,65000000.0
12461,3326924,2026-04-16 01:25:11.847822+00:00,2,2,flat,Ikoyi,Ikoyi,False,False,False,False,True,0,25000000.0
12462,3361502,2026-04-16 01:25:11.849796+00:00,4,4,terrace,Ikoyi,Ikoyi,True,False,False,False,True,0,55000000.0
12463,3370679,2026-04-16 01:25:11.855627+00:00,3,3,terrace,Lekki,Ikate,False,False,True,True,True,2,15000000.0
12464,3370677,2026-04-16 01:25:11.857591+00:00,4,4,terrace,Lekki,Lekk,True,False,True,True,True,0,9000000.0
12465,3370669,2026-04-16 01:25:24.042939+00:00,3,4,flat,Ajah,Badore,False,False,True,True,False,0,3000000.0
12466,3370653,2026-04-16 01:25:24.045836+00:00,2,3,flat,Ajah,Ogombo,False,False,False,False,False,0,3500000.0
12467,3370589,2026-04-16 01:25:24.051556+00:00,2,2,flat,Lekki,Ologolo,False,False,False,False,True,0,6500000.0
12468,3370609,2026-04-16 01:25:24.062859+00:00,2,2,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,3,35000000.0
12469,3370627,2026-04-16 01:25:24.067355+00:00,2,2,terrace,Lekki,Ikota,False,False,False,True,True,0,5500000.0
12470,3370618,2026-04-16 01:25:24.068967+00:00,2,3,flat,Ajah,Badore,False,False,True,True,False,0,2000000.0
12471,3370610,2026-04-16 01:25:24.070581+00:00,1,1,flat,Ajah,Badore,False,False,True,True,False,0,1500000.0
12472,3370599,2026-04-16 01:25:24.072188+00:00,4,5,terrace,Ikoyi,Ikoyi,True,False,False,False,True,0,30000000.0
12473,3365155,2026-04-16 01:28:19.785695+00:00,3,4,flat,Lekki,Ikate,False,False,True,True,True,2,15000000.0
12474,3370578,2026-04-16 01:25:24.075298+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,1,20000000.0
12475,3370569,2026-04-16 01:25:24.078396+00:00,2,2,flat,Ikoyi,Banana Island,False,False,False,True,True,2,40000000.0
12476,3370566,2026-04-16 01:25:24.079987+00:00,1,1,studio,Ajah,Badore,False,False,True,True,False,0,800000.0
12477,3370561,2026-04-16 01:25:24.081592+00:00,3,3,penthouse,Ikoyi,Banana Island,True,True,False,False,False,3,60000000.0
12478,3370560,2026-04-16 01:25:24.083191+00:00,1,2,flat,Ajah,Badore,False,False,True,True,False,0,1500000.0
12479,3370514,2026-04-16 01:25:36.751380+00:00,4,4,terrace,Ikoyi,Ikoyi,True,False,False,False,False,0,50000000.0
12480,3370499,2026-04-16 01:25:36.753009+00:00,3,3,flat,Lekki,Ikate,False,False,True,True,True,0,8500000.0
12481,3370414,2026-04-16 01:25:36.754630+00:00,4,4,duplex,Ikoyi,Ikoyi,True,True,False,True,True,2,60000000.0
12482,3370411,2026-04-16 01:25:36.756265+00:00,3,3,terrace,Lekki,Ikota,False,False,False,False,True,0,6500000.0
12483,3370337,2026-04-16 01:25:36.761018+00:00,3,3,flat,Ibeju Lekki,Awoyaya,False,False,False,False,False,0,1800000.0
12484,3370327,2026-04-16 01:25:36.762637+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,3,15000000.0
12485,3370230,2026-04-16 01:25:36.764512+00:00,4,4,duplex,Lekki,Osapa,True,True,True,True,True,0,15000000.0
12486,3370217,2026-04-16 01:25:36.766173+00:00,3,3,Maisonette,Lekki,Lekk,False,False,False,False,True,0,8500000.0
12487,3370025,2026-04-16 01:25:49.380854+00:00,5,5,duplex,Lekki,Bay Estate,False,False,True,True,False,0,20000000.0
12488,3370157,2026-04-16 01:25:36.769423+00:00,4,4,duplex,Lekki,Orchid,False,False,True,True,True,0,8500000.0
12489,3370151,2026-04-16 01:25:36.772642+00:00,1,1,mini-flat,Ibeju Lekki,Lakowe,False,False,False,True,False,0,1300000.0
12490,3370149,2026-04-16 01:25:36.774237+00:00,3,4,terrace,Ibeju Lekki,Awoyaya,True,False,True,True,True,0,6000000.0
12491,3370138,2026-04-16 01:25:36.775743+00:00,5,5,duplex,Lekki,Ikate,False,False,True,True,True,0,20000000.0
12492,3370017,2026-04-16 01:25:49.382540+00:00,1,1,flat,Ibeju Lekki,Awoyaya,False,False,False,False,True,0,1200000.0
12493,3370124,2026-04-16 01:25:49.366556+00:00,4,4,terrace,Ikoyi,Alexander,True,False,False,True,True,2,35000000.0
12494,3370119,2026-04-16 01:25:49.368257+00:00,4,4,flat,Victoria Island (VI),Victoria Island,False,False,False,True,True,3,60000000.0
12495,3370058,2026-04-16 01:25:49.371641+00:00,4,4,penthouse,Victoria Island (VI),Ligali,True,False,False,True,True,1,45000000.0
12496,3370054,2026-04-16 01:25:49.373305+00:00,1,1,flat,Ibeju Lekki,Awoyaya,False,False,False,False,True,0,1000000.0
12497,3370051,2026-04-16 01:25:49.375041+00:00,4,4,terrace,Lekki,Ikate,False,False,False,False,True,0,15000000.0
12498,3370047,2026-04-16 01:25:49.376897+00:00,3,3,flat,Ibeju Lekki,Awoyaya,False,False,False,False,True,0,1800000.0
12499,3370007,2026-04-16 01:25:49.384215+00:00,4,4,duplex,Lekki,Ikota,False,False,False,False,False,0,12000000.0
12500,3369998,2026-04-16 01:25:49.385873+00:00,3,3,flat,Lekki,Lekk,False,False,False,False,True,0,15000000.0
12501,3369997,2026-04-16 01:25:49.387540+00:00,2,2,duplex,Lekki,Bay Estate,True,True,True,True,False,0,12000000.0
12502,3369977,2026-04-16 01:25:49.389251+00:00,4,4,terrace,Victoria Island (VI),Oniru,True,False,False,False,False,0,25000000.0
12503,3369966,2026-04-16 01:25:49.390834+00:00,2,2,flat,Lekki,Ikota,False,False,False,False,False,0,4500000.0
12504,3369962,2026-04-16 01:25:49.392410+00:00,4,4,terrace,Victoria Island (VI),Oniru,True,False,False,False,True,0,30000000.0
12505,3369952,2026-04-16 01:25:49.393954+00:00,3,3,terrace,Lekki,Oral Estate,False,False,True,True,True,0,7500000.0
12506,3369942,2026-04-16 01:25:49.395519+00:00,4,4,terrace,Lekki,Oral Estate,False,False,True,True,True,0,9000000.0
12507,3369918,2026-04-16 01:25:49.397070+00:00,4,4,terrace,Ikoyi,Ikoyi,True,False,False,True,True,2,60000000.0
12508,3369912,2026-04-16 01:25:49.398706+00:00,5,5,duplex,Lekki,Oral Estate,True,False,True,True,False,0,12000000.0
12509,3369901,2026-04-16 01:26:01.968715+00:00,4,4,duplex,Lekki,Orchid Estate,False,True,True,True,False,0,19000000.0
12510,3364998,2026-04-16 01:28:19.798110+00:00,3,3,flat,Victoria Island (VI),Oniru,False,False,False,False,False,0,20000000.0
12511,3364623,2026-04-16 01:28:32.350946+00:00,4,4,duplex,Ajah,Badore,False,False,False,True,False,0,5000000.0
12512,3369876,2026-04-16 01:26:01.973454+00:00,1,2,studio,Ojodu,Ojodu,False,False,False,False,False,0,1200000.0
12513,3369871,2026-04-16 01:26:01.975140+00:00,4,4,terrace,Lekki,Ilasan,True,False,False,False,False,0,8000000.0
12514,3369856,2026-04-16 01:26:01.976662+00:00,1,1,flat,Lekki,Bay Estate,False,False,True,True,True,2,5500000.0
12515,3369833,2026-04-16 01:26:01.978172+00:00,4,4,terrace,Lekki,Orchid Estate,False,True,False,False,True,1,11000000.0
12516,3369817,2026-04-16 01:26:01.979685+00:00,4,4,duplex,Lekki,Orchid Estate,True,False,False,True,False,0,15000000.0
12517,3369808,2026-04-16 01:26:01.981942+00:00,3,3,flat,Lekki,Orchid Estate,False,False,False,True,True,0,5000000.0
12518,3369801,2026-04-16 01:26:01.986714+00:00,4,4,flat,Lekki,Orchid Estate,False,False,True,True,False,0,8500000.0
12519,3369776,2026-04-16 01:26:01.989079+00:00,3,3,flat,Lekki,Orchid Estate,False,False,True,True,False,0,9000000.0
