,property_ref,scraped_at,bedrooms,bathrooms,type,area,sub_area,has_bq,is_furnished,in_estate,security,serviced,luxury_features,price
0,3357999,2026-04-16 02:15:45.297008+00:00,1,1,studio,Surulere,Randle,False,False,False,False,False,0,1300000.0
1,2980378,2026-03-24 08:20:39.739372+00:00,3,4,terrace,Ikoyi,Alagbon,True,False,False,False,True,0,20000000.0
2,3383323,2026-04-16 01:18:07.598293+00:00,2,2,flat,Isheri North,Opic,False,False,False,True,False,0,3500000.0
3,3412428,2026-04-15 22:06:09.422985+00:00,2,2,flat,Lekki,Ikate,False,True,False,False,True,2,14000000.0
4,3391739,2026-03-24 08:20:39.770291+00:00,1,2,mini-flat,Ojota,Ogudu,False,False,True,True,False,0,3500000.0
5,3383320,2026-04-16 01:18:07.601310+00:00,3,3,flat,Magodo,Gra Phase 1,False,False,True,True,False,0,4500000.0
6,3412412,2026-04-15 22:06:09.428817+00:00,4,4,duplex,Lekki,Ikate,False,False,False,False,False,0,12000000.0
7,3436387,2026-04-16 00:15:41.271505+00:00,1,1,mini-flat,Ibeju Lekki,Awoyaya,False,False,False,False,False,0,1600000.0
8,3402652,2026-04-16 00:59:39.619089+00:00,5,5,duplex,Lekki,Osapa,True,False,True,True,False,2,30000000.0
9,3372484,2026-04-16 01:23:56.999988+00:00,4,4,Maisonette,Lekki,Lekki Phase 1,False,False,True,True,False,0,30000000.0
10,3402645,2026-03-24 08:20:39.805821+00:00,1,1,studio,Ajah,Sangotedo,False,False,False,False,True,0,750000.0
11,3402641,2026-03-24 08:20:39.828480+00:00,4,4,duplex,Lekki,Lekki Phase 1,True,False,True,True,True,0,25000000.0
12,3377699,2026-04-16 01:21:14.383490+00:00,2,2,flat,Ibeju Lekki,Lakowe,False,False,False,False,False,0,2000000.0
13,3357986,2026-04-16 02:15:45.299524+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,False,True,0,50000000.0
14,3402624,2026-03-24 08:20:53.019147+00:00,3,3,terrace,Ikeja,Allen,True,False,False,False,False,0,12000000.0
15,3402620,2026-03-24 08:20:53.024080+00:00,1,1,flat,Ajah,Sangotedo,False,False,True,True,True,0,1500000.0
16,3372328,2026-04-16 01:24:09.390022+00:00,5,5,terrace,Ikeja,Ikeja,True,False,False,False,False,0,30000000.0
17,3389201,2026-04-15 22:50:28.717181+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,40000000.0
18,3424751,2026-04-10 14:36:14.249171+00:00,2,2,flat,Lekki,Ikate,False,False,False,True,True,3,10000000.0
19,3402610,2026-03-24 08:20:53.032108+00:00,4,5,terrace,Lekki,Ikate,True,False,True,True,True,1,25000000.0
20,3402606,2026-03-24 08:20:53.041419+00:00,2,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,14000000.0
21,3433028,2026-04-16 00:25:39.839909+00:00,1,1,flat,Victoria Island (VI),Victoria Island,False,False,False,False,False,1,15000000.0
22,3412379,2026-04-15 22:06:09.442428+00:00,4,4,duplex,Lekki,Ikate,False,False,False,False,False,0,17000000.0
23,3433612,2026-04-15 20:46:47.351092+00:00,1,1,mini-flat,Ajah,Sangotedo,False,False,True,True,False,0,2300000.0
24,3402589,2026-04-10 15:52:32.694958+00:00,1,1,flat,Lekki,Ikota,False,False,False,False,True,0,1700000.0
25,3412370,2026-04-15 22:06:09.447214+00:00,2,2,flat,Lekki,Ikate,False,True,False,True,True,0,10000000.0
26,3383311,2026-04-16 01:18:07.604334+00:00,4,4,duplex,Lekki,Orchid,False,False,True,True,True,0,10000000.0
27,3405894,2026-04-15 22:06:09.456516+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,17000000.0
28,3402594,2026-04-16 00:59:54.057855+00:00,1,1,duplex,Lekki,Lekki Phase 2,False,False,True,True,True,0,1500000.0
29,3402591,2026-04-16 00:59:54.059744+00:00,1,1,duplex,Lekki,Lekki Phase 2,False,False,True,True,True,0,1900000.0
30,3383299,2026-04-16 01:18:07.607326+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,False,False,0,28000000.0
31,3412330,2026-04-15 22:06:09.458875+00:00,1,1,mini-flat,Lekki,Newroad,False,True,False,True,True,2,5300000.0
32,3397285,2026-03-24 08:21:07.848220+00:00,3,3,terrace,Lekki,Lafiaji,False,False,True,True,True,0,6000000.0
33,3402572,2026-04-15 22:32:55.154674+00:00,3,3,terrace,Lekki,Ikota,False,False,False,False,True,0,7800000.0
34,3383282,2026-04-16 01:18:07.610183+00:00,5,5,terrace,Lekki,Chevron,False,False,False,False,True,0,15000000.0
35,3382319,2026-04-15 22:55:29.253144+00:00,2,2,flat,Victoria Island (VI),Oniru,False,False,False,False,False,0,10000000.0
36,3402576,2026-04-15 22:32:55.152126+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,5000000.0
37,3402570,2026-03-24 08:21:07.889453+00:00,2,1,flat,Lekki,Ikate,False,False,True,True,True,0,14000000.0
38,3402568,2026-04-15 22:33:09.431634+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,7000000.0
39,3357959,2026-04-16 02:15:45.302016+00:00,3,3,flat,Surulere,Western,False,False,False,False,False,0,18000000.0
40,3402567,2026-03-24 08:21:07.905500+00:00,2,2,flat,Surulere,Ijesha,False,False,False,False,False,0,3500000.0
41,3402566,2026-03-24 08:21:07.913059+00:00,4,4,Maisonette,Lekki,Lekki Phase 1,False,False,True,True,True,0,25000000.0
42,3382295,2026-04-15 22:55:50.890241+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,25000000.0
43,3383278,2026-04-16 01:18:07.611896+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,1,25000000.0
44,3357952,2026-04-16 02:15:45.304527+00:00,3,3,terrace,Lekki,Ikota,True,False,False,False,False,0,7500000.0
45,3412295,2026-04-15 22:06:09.468694+00:00,3,3,flat,Lekki,Orchid,False,False,False,True,True,0,5000000.0
46,3402489,2026-04-15 22:33:09.453281+00:00,5,5,duplex,Ajah,Ajah,False,False,False,False,False,1,15000000.0
47,3389196,2026-04-15 22:50:28.719927+00:00,3,3,flat,Amuwo Odofin,Festac,False,False,True,True,False,0,4000000.0
48,3346633,2026-04-16 02:20:49.413623+00:00,2,2,flat,Lekki,Lekk,False,False,False,False,False,0,4500000.0
49,3417331,2026-04-15 21:41:59.328675+00:00,4,5,duplex,Ikeja,Ikeja,False,False,False,True,False,0,30000000.0
50,3434501,2026-04-15 20:41:09.114758+00:00,4,4,terrace,Lekki,Lekki Phase 1,True,False,True,True,False,0,25000000.0
51,3412581,2026-04-15 21:41:59.331415+00:00,1,1,studio,Ajah,Villa Estate,False,False,True,True,False,0,650000.0
52,3357948,2026-04-16 02:15:45.307033+00:00,4,5,terrace,Lekki,County,False,False,True,True,True,0,11000000.0
53,3402543,2026-03-24 08:21:24.465642+00:00,3,3,flat,Lekki,Idown Estate,False,False,True,True,False,0,2500000.0
54,3401092,2026-04-15 22:06:25.393799+00:00,4,4,bungalow,Ibeju Lekki,Awoyaya,False,False,False,True,False,0,3500000.0
55,3433584,2026-04-15 20:47:02.917974+00:00,1,1,mini-flat,Lekki,Agungi,False,True,True,True,True,0,3800000.0
56,3402536,2026-03-24 08:21:24.490614+00:00,4,4,duplex,Lekki,Ikota,False,True,True,True,False,0,15000000.0
57,3383147,2026-04-16 01:18:07.615302+00:00,2,2,flat,Ajah,Ogombo,False,False,True,True,True,0,4500000.0
58,3412236,2026-04-15 22:06:25.407978+00:00,3,3,flat,Lekki,Lekk,False,False,True,True,True,0,6500000.0
59,3255212,2026-04-15 23:48:33.999785+00:00,3,3,flat,Ikeja,Ajao Estate,False,False,True,True,False,0,13000000.0
60,3424900,2026-04-16 00:35:07.537042+00:00,2,2,duplex,Magodo,Gra Phase 1,False,False,True,True,False,0,8000000.0
61,3402501,2026-03-24 08:21:24.539220+00:00,4,4,duplex,Lekki,Agungi,False,False,False,False,False,0,12000000.0
62,3402475,2026-03-24 08:21:24.570081+00:00,5,5,duplex,Lekki,Ikota,True,True,True,True,False,0,15000000.0
63,3402460,2026-03-24 08:21:24.615063+00:00,2,2,flat,Ikoyi,Ikoyi,False,False,True,True,True,0,15000000.0
64,3424739,2026-04-10 14:36:14.252171+00:00,2,2,flat,Ibeju Lekki,Awoyaya,False,False,False,True,True,0,2500000.0
65,3402461,2026-04-15 22:33:09.461400+00:00,1,1,studio,Yaba,Yaba,False,False,False,False,False,0,700000.0
66,3412197,2026-04-15 22:06:25.419830+00:00,1,1,studio,Lekki,Chevron,False,False,True,True,True,1,350000.0
67,3428975,2026-04-15 20:34:08.384183+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,1,40000000.0
68,3433557,2026-04-15 20:47:22.021334+00:00,4,4,terrace,Lekki,Ikate,True,False,False,True,False,2,25000000.0
69,3433556,2026-04-15 20:47:22.024146+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,25000000.0
70,3426790,2026-04-10 14:19:00.135361+00:00,1,1,mini-flat,Oshodi,Mafoluku,False,False,False,False,False,0,1400000.0
71,3434479,2026-04-15 20:41:09.124983+00:00,4,5,Maisonette,Lekki,Lekki Phase 1,True,False,True,True,False,0,26000000.0
72,3412179,2026-04-15 22:06:25.429107+00:00,4,4,duplex,Lekki,Ikate,True,False,False,True,True,1,30000000.0
73,3433540,2026-04-15 20:47:22.042208+00:00,4,4,terrace,Lekki,Ikota,False,False,True,True,True,0,6500000.0
74,3428532,2026-04-15 21:10:11.322912+00:00,4,4,terrace,Victoria Island (VI),Victoria Island,False,False,False,False,True,0,40000000.0
75,3418252,2026-04-15 21:10:31.705688+00:00,2,2,flat,Lekki,Lekk,False,False,False,False,True,0,6000000.0
76,3386407,2026-04-15 21:10:31.708067+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,False,3,35000000.0
77,3434576,2026-04-15 20:34:08.389588+00:00,3,3,flat,Lekki,Oriwu,False,False,True,True,True,1,15000000.0
78,3428496,2026-04-15 21:10:44.759403+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,18000000.0
79,3433530,2026-04-15 20:47:22.058569+00:00,2,2,flat,Lekki,Chevron,False,False,True,True,True,0,6000000.0
80,3408446,2026-04-15 21:57:15.943047+00:00,1,2,flat,Ikoyi,Ikoyi,False,True,False,True,True,0,10000000.0
81,3412142,2026-04-15 22:06:45.564900+00:00,2,2,flat,Lekki,Ikate,False,False,False,False,True,0,11000000.0
82,3435388,2026-04-15 20:34:08.400498+00:00,4,4,duplex,Lekki,Ologolo,True,False,True,True,False,0,13000000.0
83,3382280,2026-04-15 22:55:50.893031+00:00,3,3,Maisonette,Lekki,Lekki Phase 1,True,False,True,True,True,0,30000000.0
84,3433459,2026-04-15 20:47:38.371544+00:00,1,1,flat,Lekki,View Estate,False,False,True,True,False,0,4500000.0
85,3412089,2026-04-15 22:06:45.581505+00:00,2,2,penthouse,Lekki,Ologolo,False,False,True,True,True,0,8500000.0
86,3433431,2026-04-15 20:47:38.389202+00:00,4,5,terrace,Lekki,Ikate,True,False,False,False,True,0,25000000.0
87,3389182,2026-04-15 22:50:28.722686+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,15000000.0
88,3433407,2026-04-15 20:47:57.232138+00:00,3,4,duplex,Lekki,Ikate,False,True,True,True,False,0,13000000.0
89,3428502,2026-04-15 21:10:31.743859+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,True,0,20000000.0
90,3428500,2026-04-15 21:10:31.748956+00:00,4,4,Maisonette,Lekki,Lekki Phase 1,True,False,True,True,True,3,35000000.0
91,3363275,2026-04-10 14:19:17.002387+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,True,0,35000000.0
92,3435379,2026-04-15 20:34:08.409602+00:00,4,5,duplex,Lekki,Osapa,True,False,True,True,False,0,15000000.0
93,3372002,2026-04-16 01:24:22.383173+00:00,3,3,flat,Lekki,Chevron,False,False,False,False,True,1,7000000.0
94,3424081,2026-04-15 21:24:37.026986+00:00,3,3,flat,Lekki,Ikate,False,False,False,False,True,1,20000000.0
95,3360745,2026-04-15 23:05:45.143646+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,True,0,9000000.0
96,3419123,2026-04-10 14:57:20.377684+00:00,2,2,flat,Lekki,Ikota,False,False,False,False,True,0,5000000.0
97,3435370,2026-04-15 20:34:08.417728+00:00,3,3,Maisonette,Lekki,Lekki Phase 1,False,False,True,True,False,0,12000000.0
98,3388428,2026-04-15 22:51:30.453288+00:00,3,3,flat,Ajah,Badore,False,False,True,True,False,0,3000000.0
99,3369958,2026-04-15 21:10:44.791981+00:00,3,3,penthouse,Lekki,Lekk,True,False,False,False,True,0,20000000.0
100,3417356,2026-04-10 14:59:13.350271+00:00,4,4,Maisonette,Surulere,Iponri,False,False,True,True,True,3,15000000.0
101,3412088,2026-04-15 22:06:45.583861+00:00,3,3,penthouse,Lekki,Lekki Phase 1,False,False,True,True,True,1,15000000.0
102,3435356,2026-04-15 20:34:08.423566+00:00,4,4,terrace,Victoria Island (VI),Oniru,False,False,True,True,True,2,3500000.0
103,3428457,2026-04-15 21:10:44.782426+00:00,4,4,duplex,Lekki,Lekki Phase 1,False,False,True,True,False,0,35000000.0
104,3341745,2026-04-15 21:10:44.784836+00:00,1,1,mini-flat,Surulere,Surulere,False,False,False,False,False,0,2500000.0
105,3428452,2026-04-15 21:10:44.789613+00:00,5,5,terrace,Lekki,Lekki Phase 1,True,False,True,True,False,0,30000000.0
106,3435338,2026-04-15 20:34:24.499318+00:00,4,4,terrace,Lekki,Ikate,False,False,True,True,True,0,12000000.0
107,3386022,2026-04-15 21:10:44.801450+00:00,2,2,flat,Surulere,Gated,False,False,False,False,True,0,4000000.0
108,3410542,2026-04-15 22:06:45.595823+00:00,4,4,duplex,Lekki,Lekki Phase 1,False,True,True,True,True,0,12500000.0
109,3433341,2026-04-15 20:48:14.082136+00:00,2,2,flat,Lekki,Ikate,False,True,True,True,False,0,9900000.0
110,3234999,2026-04-15 23:01:14.751644+00:00,4,4,terrace,Lekki,Lekki Phase 1,False,True,True,True,False,0,25000000.0
111,3371815,2026-04-15 21:10:44.799059+00:00,4,4,duplex,Ikoyi,Ikoyi,True,False,False,False,False,0,50000000.0
112,3412037,2026-04-15 22:07:01.759473+00:00,1,1,mini-flat,Lekki,New,False,False,False,False,True,2,5300000.0
113,3419122,2026-04-15 21:41:59.336893+00:00,2,2,flat,Lekki,Ikota,False,False,True,True,True,1,7000000.0
114,3428352,2026-04-16 00:28:25.962958+00:00,3,3,terrace,Lekki,Lekki Phase 1,False,False,True,True,False,0,7000000.0
115,3412015,2026-04-15 22:07:01.768961+00:00,4,4,duplex,Lekki,Orchid,True,True,True,True,True,0,17000000.0
116,3201821,2026-04-15 20:34:24.506736+00:00,3,4,flat,Victoria Island (VI),Adeola,False,False,True,True,False,2,35000000.0
117,3301748,2026-04-15 20:34:24.511498+00:00,4,5,terrace,Victoria Island (VI),Oniru,True,False,False,False,False,0,30000000.0
118,3411989,2026-04-15 22:07:01.773669+00:00,3,3,flat,Isheri North,Opic,False,False,False,True,False,0,8000000.0
119,3428443,2026-04-15 21:10:59.278438+00:00,4,5,duplex,Ajah,Ado,False,False,True,True,True,0,8000000.0
120,3379416,2026-04-15 22:57:18.696771+00:00,1,1,studio,Yaba,Iwaya,False,True,False,True,False,1,2500000.0
121,3418260,2026-04-15 21:10:59.276001+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,60000000.0
122,3408668,2026-04-15 21:10:59.285657+00:00,3,3,flat,Ajah,Sangotedo,False,False,False,True,False,0,4500000.0
123,3287816,2026-04-15 22:51:30.455920+00:00,3,3,flat,Victoria Island (VI),Ajose,False,True,False,True,True,1,40000000.0
124,3395356,2026-04-10 14:19:49.901874+00:00,3,3,flat,Ajah,Thomas Estate,False,False,True,True,True,0,4500000.0
125,3395400,2026-04-10 14:19:49.906917+00:00,3,3,flat,Ajah,Ajah,False,False,True,True,True,0,5500000.0
126,3428085,2026-04-15 21:12:03.447227+00:00,4,4,duplex,Lekki,Lekki Phase 1,False,False,True,True,False,0,16000000.0
127,3428433,2026-04-15 21:10:59.290580+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,8500000.0
128,3414656,2026-04-15 21:59:45.023661+00:00,4,4,terrace,Victoria Island (VI),Oniru,True,False,False,True,True,2,15000000.0
129,3411941,2026-04-15 22:07:01.789947+00:00,5,5,duplex,Lekki,Lekki Phase 2,False,True,True,True,False,0,15000000.0
130,3348351,2026-04-15 20:34:24.513879+00:00,4,4,flat,Victoria Island (VI),Oniru,False,False,False,False,False,1,30000000.0
131,3384507,2026-04-15 20:34:24.516242+00:00,3,4,flat,Lekki,Lekki Phase 1,False,False,True,True,True,1,25000000.0
132,3292417,2026-04-15 22:51:30.458550+00:00,2,2,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,0,35000000.0
133,3408775,2026-04-15 21:10:59.298800+00:00,4,4,terrace,Lekki,Orchid,False,False,False,True,True,0,8500000.0
134,3408829,2026-04-15 21:10:59.313007+00:00,2,2,flat,Lekki,Orchid,False,False,False,False,True,0,4000000.0
135,3411902,2026-04-15 22:07:01.799512+00:00,3,2,Maisonette,Lekki,Ikate,False,False,False,True,True,2,15000000.0
136,3376836,2026-04-16 01:21:39.877930+00:00,2,3,flat,Lekki,Ikate,False,True,True,True,True,0,13000000.0
137,3428414,2026-04-15 21:11:14.408853+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,False,0,20000000.0
138,3414629,2026-04-15 21:59:45.028270+00:00,2,2,flat,Lekki,Ikate,False,True,False,True,True,0,20000000.0
139,3411877,2026-04-15 22:07:16.761516+00:00,1,1,mini-flat,Lekki,Ikate,False,False,True,True,True,0,4500000.0
140,3435296,2026-04-15 20:34:24.535414+00:00,4,4,duplex,Ikeja,Adeniyi,True,False,True,True,False,0,25000000.0
141,3433267,2026-04-15 20:48:50.840518+00:00,2,2,flat,Ajah,Badore,False,False,True,True,True,0,3500000.0
142,3428405,2026-04-15 21:11:14.416072+00:00,1,1,mini-flat,Ibeju Lekki,Awoyaya,False,False,False,False,False,0,1200000.0
143,3426559,2026-04-15 21:17:21.549851+00:00,4,4,flat,Ikoyi,Ikoyi,False,False,False,False,True,0,35000000.0
144,3428366,2026-04-15 21:11:14.434299+00:00,2,2,flat,Lekki,Ilasan,False,False,False,False,False,0,10000000.0
145,3411841,2026-04-15 22:07:16.768743+00:00,1,1,mini-flat,Lekki,Ikate,False,False,True,True,True,0,4000000.0
146,3428356,2026-04-15 21:11:14.438794+00:00,1,1,studio,Yaba,Akoka,False,False,False,True,False,0,1300000.0
147,3424734,2026-04-15 21:22:46.067888+00:00,1,1,studio,Ikoyi,Osborne,False,True,False,False,True,0,6500000.0
148,3414462,2026-04-15 22:00:01.817996+00:00,3,4,Maisonette,Lekki,Lekki Phase 1,False,False,True,True,True,0,15000000.0
149,3411599,2026-04-15 22:07:16.775909+00:00,2,2,penthouse,Lekki,Ikate,False,False,False,False,True,2,10000000.0
150,3414430,2026-04-15 22:00:25.374721+00:00,4,4,duplex,Lekki,Vgc,True,False,False,False,True,0,14000000.0
151,3411829,2026-04-15 22:07:16.778338+00:00,1,1,mini-flat,Lekki,Lekk,False,False,True,True,True,0,4000000.0
152,3232041,2026-04-15 20:48:50.870458+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,1,60000000.0
153,3428270,2026-04-15 21:11:29.816620+00:00,4,4,duplex,Ajah,Sangotedo,False,False,False,False,False,0,7000000.0
154,3428348,2026-04-15 21:11:14.445639+00:00,3,3,flat,Yaba,Herbert,False,False,False,True,True,0,7000000.0
155,3371448,2026-04-15 23:01:14.754382+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,False,0,12000000.0
156,3411823,2026-04-15 22:07:16.787884+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,3,35000000.0
157,3401317,2026-04-15 20:34:41.275620+00:00,2,2,flat,Lekki,Ikate,False,False,False,True,True,2,14000000.0
158,3411807,2026-04-15 22:07:16.794983+00:00,2,2,flat,Ikoyi,Banana Island,False,True,False,True,True,0,35000000.0
159,3428298,2026-04-15 21:11:29.831211+00:00,2,2,flat,Lekki,Orchid,False,False,True,True,True,0,6000000.0
160,3367842,2026-04-16 01:27:17.121292+00:00,2,2,flat,Ajah,Badore,False,False,True,True,False,0,3000000.0
161,3428268,2026-04-10 14:20:23.391931+00:00,3,3,flat,Ikeja,Awolowo,False,False,False,True,False,0,3000000.0
162,3409127,2026-04-15 22:07:16.801982+00:00,3,3,flat,Ajah,Sangotedo,False,True,True,True,True,0,6000000.0
163,3428115,2026-04-15 21:12:03.432212+00:00,2,2,flat,Ajah,Badore,False,False,False,False,False,0,3000000.0
164,3259886,2026-04-15 21:11:29.856962+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,2,15000000.0
165,3433209,2026-04-15 20:49:35.661977+00:00,4,3,terrace,Lekki,Orchid,False,False,False,False,False,0,7000000.0
166,3426462,2026-04-15 21:17:37.838304+00:00,1,1,mini-flat,Ajah,Okun,False,False,False,False,False,0,1500000.0
167,3361992,2026-04-15 22:57:18.702157+00:00,2,3,terrace,Lekki,Lekki Phase 1,False,False,True,True,True,0,14500000.0
168,3428212,2026-04-15 21:11:29.852278+00:00,2,2,flat,Lekki,Ikate,False,True,False,False,True,0,10000000.0
169,3395354,2026-04-15 22:07:33.009786+00:00,1,1,studio,Lekki,Pine Estate,False,False,True,True,False,0,4200000.0
170,3433193,2026-04-15 20:49:35.672895+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,1,25000000.0
171,3414358,2026-04-15 22:00:51.277183+00:00,3,3,duplex,Ajah,Peninsula Estate,False,False,True,True,False,0,7500000.0
172,3414346,2026-04-15 22:00:51.293389+00:00,2,2,flat,Ikeja,Ogba,False,False,False,False,False,0,2500000.0
173,3414310,2026-04-15 22:01:12.444906+00:00,2,2,flat,Lekki,Ilasan,False,True,False,True,True,2,16000000.0
174,3411759,2026-04-15 22:07:33.023929+00:00,4,4,duplex,Lekki,Orchid,True,True,False,True,True,0,16000000.0
175,3340089,2026-04-15 22:07:33.035204+00:00,3,4,flat,Ikoyi,Ikoyi,False,False,False,True,True,2,50000000.0
176,3428331,2026-04-16 00:28:25.967762+00:00,3,3,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,10000000.0
177,3408709,2026-04-15 22:07:33.037994+00:00,5,5,duplex,Isheri North,Opic,False,False,False,True,False,0,8000000.0
178,3433160,2026-04-15 20:50:17.544616+00:00,3,3,flat,Lekki,Ikate,False,True,False,False,False,0,13000000.0
179,3405291,2026-04-15 21:11:43.682459+00:00,2,2,flat,Lekki,Lekki Phase 1,False,True,True,True,True,1,16000000.0
180,3428157,2026-04-10 14:20:40.665168+00:00,2,2,flat,Ajah,Badore,False,False,False,False,True,0,2600000.0
181,3371437,2026-04-15 23:01:14.759827+00:00,4,4,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,0,27000000.0
182,3414451,2026-04-10 14:20:57.342118+00:00,3,3,duplex,Ajah,Peperoni,False,True,False,False,True,0,6500000.0
183,3195486,2026-04-10 14:20:57.343104+00:00,3,3,flat,Ajah,Sangotedo,False,False,True,True,True,0,5500000.0
184,3424725,2026-04-10 14:36:31.062312+00:00,2,2,flat,Ajah,Ado,False,False,True,True,True,0,3500000.0
185,3414297,2026-04-15 22:01:12.449973+00:00,5,5,duplex,Lekki,Ikota,True,False,False,True,False,0,12000000.0
186,3376763,2026-04-16 01:21:39.880983+00:00,1,1,mini-flat,Lekki,Bay Estate,False,False,False,True,True,2,4700000.0
187,3411721,2026-04-15 22:07:33.045552+00:00,2,2,flat,Lekki,Ajiran,False,False,True,True,True,0,7000000.0
188,3423161,2026-04-15 20:34:41.290664+00:00,3,3,flat,Lekki,Ikate,False,False,False,True,True,1,20000000.0
189,3428140,2026-04-15 21:11:43.699614+00:00,2,2,flat,Lekki,Agungi,False,True,False,False,True,0,8000000.0
190,3428130,2026-04-15 21:11:43.701977+00:00,1,1,flat,Ikoyi,Awolowo,False,False,False,False,True,0,15000000.0
191,3434287,2026-04-15 20:42:32.948002+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,18000000.0
192,3411713,2026-04-15 22:07:33.047936+00:00,4,4,duplex,Lekki,Osapa,True,False,False,False,False,0,18000000.0
193,3424009,2026-04-15 21:25:02.659786+00:00,4,4,duplex,Lekki,Orchid,False,False,False,False,False,1,12000000.0
194,3411685,2026-04-15 22:07:33.052659+00:00,4,4,terrace,Lekki,Osapa,False,False,True,True,False,0,12000000.0
195,3411683,2026-04-15 22:07:53.111117+00:00,5,5,terrace,Ikeja,Opebi,True,False,False,False,False,0,22000000.0
196,3417278,2026-04-15 20:50:17.563368+00:00,4,4,terrace,Lekki,Lekki Phase 1,True,False,True,True,True,0,14000000.0
197,3428108,2026-04-15 21:12:03.437593+00:00,2,3,flat,Lekki,Agungi,False,True,False,False,True,0,8500000.0
198,3411629,2026-04-15 22:07:53.117965+00:00,2,2,flat,Lekki,Ikota,False,False,True,True,False,0,4500000.0
199,3423168,2026-04-15 20:34:41.293063+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,1,30000000.0
200,3266424,2026-04-15 22:21:32.905288+00:00,5,5,terrace,Lekki,Osapa,False,False,False,False,False,0,9000000.0
201,3379375,2026-04-15 22:57:18.704886+00:00,1,1,flat,Lekki,Harris,False,False,True,True,True,0,4500000.0
202,3421849,2026-04-15 21:12:03.456672+00:00,4,4,duplex,Ajah,Badore,False,False,True,True,False,0,5000000.0
203,3428060,2026-04-15 21:12:03.459090+00:00,1,1,mini-flat,Lekki,Ologolo,False,False,False,False,False,0,2500000.0
204,3428056,2026-04-10 14:21:08.221935+00:00,3,3,flat,Ikeja,Ikeja,False,False,False,False,True,0,18000000.0
205,3428049,2026-04-15 21:12:03.470934+00:00,4,4,studio,Lekki,Orchid,False,False,False,False,True,0,10000000.0
206,3411651,2026-04-15 22:07:53.125045+00:00,1,1,flat,Lekki,Bridge Estate,False,True,True,True,True,1,7000000.0
207,3428046,2026-04-15 21:12:03.475667+00:00,3,3,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,3,40000000.0
208,3428042,2026-04-15 21:12:17.813593+00:00,1,1,mini-flat,Lekki,Vgc,False,False,False,False,False,0,2000000.0
209,3436299,2026-04-15 20:29:10.263687+00:00,4,4,terrace,Ikoyi,Banana Island,True,False,True,True,True,2,60000000.0
210,3411597,2026-04-15 22:07:53.131985+00:00,3,3,terrace,Lekki,Ikota,False,False,True,True,True,0,6500000.0
211,3383231,2026-04-16 01:18:07.617016+00:00,4,4,duplex,Ikeja,Opebi,True,False,True,True,False,0,25000000.0
212,3428032,2026-04-16 00:29:24.906992+00:00,3,2,Maisonette,Victoria Island (VI),1004 Estate,False,True,True,True,True,0,22000000.0
213,3372029,2026-04-15 21:23:15.570471+00:00,3,4,flat,Lekki,Chevron,False,False,True,True,True,0,7000000.0
214,3411569,2026-04-15 22:07:53.144091+00:00,3,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,15000000.0
215,3312023,2026-04-15 20:35:05.052050+00:00,3,4,penthouse,Lekki,Lekki Phase 1,True,False,True,True,True,0,20000000.0
216,3366130,2026-04-15 21:12:31.044900+00:00,2,2,flat,Ikeja,Anthony,False,False,True,True,False,1,12000000.0
217,3428010,2026-04-15 21:12:17.836567+00:00,2,2,flat,Ajah,Ilaje,False,False,False,False,False,0,3000000.0
